0,5
0.202016,5.22913
0.389251,5.47049
0.560966,5.72313
0.716485,5.98605
0.855193,6.25821
0.976545,6.53854
1.08006,6.82594
1.16533,7.11927
1.23202,7.41737
1.27987,7.71907
1.30869,8.02317
1.31836,8.32849
1.30885,8.63381
1.28019,8.93794
1.23249,9.23966
1.16596,9.53779
1.08084,9.83117
0.977469,10.1186
0.856262,10.399
0.717694,10.6712
0.562312,10.9342
0.390727,11.187
0.203617,11.4284
0.00171923,11.6577
-0.214169,11.8738
-0.443197,12.0759
-0.684461,12.2633
-0.937011,12.4351
-1.19985,12.5908
-1.47194,12.7296
-1.75221,12.8511
-2.03955,12.9548
-2.33283,13.0402
-2.6309,13.107
-2.93257,13.1551
-3.23667,13.184
-3.54198,13.1939
-3.84731,13.1845
-4.15144,13.156
-4.45319,13.1085
-4.75136,13.0421
-5.04478,12.9571
-5.33228,12.8539
-5.61274,12.7328
-5.88504,12.5944
-6.14812,12.4391
-6.40093,12.2677
-6.64249,12.0807
-6.87183,11.8789
-7.08805,11.6632
-7.2903,11.4342
-7.47779,11.1931
-7.64976,10.9406
-7.80555,10.6778
-7.94454,10.4058
-8.06619,10.1256
-8.17,9.83833
-8.25557,9.54509
-8.32257,9.24706
-8.37073,8.94541
-8.39986,8.64133
-8.40985,8.33603
-8.40065,8.0307
-8.37231,7.72654
-8.32493,7.42477
-8.2587,7.12657
-8.17388,6.83311
-8.07081,6.54555
-7.94989,6.26503
-7.8116,5.99266
-7.65649,5.7295
-7.48517,5.47659
-7.29831,5.23494
-7.09665,5.0055
-6.88098,4.78916
-6.65216,4.58679
-6.41109,4.39918
-6.15872,4.22708
-5.89605,4.07115
-5.6241,3.93202
-5.34396,3.81024
-5.05672,3.70627
-4.76353,3.62055
-4.46553,3.5534
-4.1639,3.50508
-3.85984,3.47579
-3.55454,3.46565
-3.2492,3.47469
-2.94504,3.50288
-2.64324,3.5501
-2.345,3.61618
-2.0515,3.70084
-1.76389,3.80376
-1.48331,3.92454
-1.21086,4.06268
-0.947621,4.21766
-0.694629,4.38885
-0.452881,4.57559
-0.223332,4.77713
-0.00688636,4.99268
0.195602,5.2214
0.383335,5.46237
0.555572,5.71465
0.711634,5.97725
0.850904,6.24912
0.972835,6.5292
1.07694,6.81639
1.16282,7.10954
1.23013,7.4075
1.2786,7.7091
1.30805,8.01315
1.31835,8.31844
1.30946,8.62378
1.28143,8.92796
1.23436,9.22979
1.16844,9.52806
1.08393,9.8216
0.981155,10.1093
0.860528,10.3899
0.722523,10.6624
0.567683,10.9257
0.396621,11.1788
0.21001,11.4207
0.00858666,11.6503
-0.206855,11.8669
-0.435465,12.0695
-0.676341,12.2573
-0.928535,12.4297
-1.19105,12.5859
-1.46285,12.7253
-1.74287,12.8474
-2.03,12.9517
-2.3231,13.0377
-2.62103,13.1051
-2.92261,13.1538
-3.22664,13.1834
-3.53193,13.1938
-3.83728,13.1851
-4.14147,13.1572
-4.44332,13.1103
-4.74162,13.0446
-5.03521,12.9602
-5.32293,12.8576
-5.60364,12.7371
-5.87623,12.5992
-6.13962,12.4445
-6.39279,12.2736
-6.63473,12.0871
-6.86449,11.8858
-7.08116,11.6705
-7.28388,11.442
-7.47186,11.2012
-7.64436,10.9491
-7.80069,10.6866
-7.94025,10.4149
-8.06247,10.135
-8.16687,9.84788
-8.25305,9.55482
-8.32067,9.25693
-8.36945,8.95538
-8.39921,8.65136
-8.40983,8.34608
-8.40126,8.04073
-8.37354,7.73652
-8.32679,7.43465
-8.26117,7.1363
-8.17696,6.84267
-8.07448,6.5549
-7.95415,6.27413
-7.81642,6.00147
-7.66186,5.73799
-7.49106,5.48474
-7.30469,5.2427
-7.10351,5.01284
-6.88829,4.79606
-6.65989,4.59322
-6.41921,4.40511
-6.16719,4.23248
-5.90484,4.07602
-5.63318,3.93632
-5.35329,3.81396
-5.06627,3.70941
-4.77325,3.62307
-4.47539,3.55531
-4.17387,3.50637
-3.86987,3.47645
-3.56459,3.46568
-3.25923,3.47409
-2.95501,3.50165
-2.65311,3.54825
-2.35474,3.61371
-2.06106,3.69777
-1.77324,3.80009
-1.49241,3.92029
-1.21968,4.05787
-0.956121,4.2123
-0.702776,4.38297
-0.460643,4.56921
-0.230678,4.77027
-0.0137878,4.98538
